slide_id,process,status,seg_level,sthresh,mthresh,close,use_otsu,a_t,a_h,max_n_holes,vis_level,line_thickness,white_thresh,black_thresh,use_padding,contour_fn
Case_17-05.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_17-06.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_17-07.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_17-08.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_17-09.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_17-10.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_17-11.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_17-12.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_2-01.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_2-02.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_2-03.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_2-04.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_2-05.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_2-06.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_2-07.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_2-08.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_3-01.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_3-02.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_3-03.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_3-04.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_3-05.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_3-06.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_3-07.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_3-08.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_3-09.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_3-10.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_4-01.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_4-02.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_4-03.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_4-04.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_4-05.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_4-06.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_4-07.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_4-08.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_4-09.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_4-10.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_5-01.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_5-02.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_5-04.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_5-05.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_5-07.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_5-08.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_6-01.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_6-02.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_6-03.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_6-04.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_6-05.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_6-06.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_6-07.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_6-08.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_6-10.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_7-01.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_7-02.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_7-03.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_7-04.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_7-05.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_7-06.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_7-07.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_7-08.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_7-09.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_7-10.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_7-12.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_8-01.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_8-02.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_8-03.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_8-04.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_9-01.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_9-02.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_9-03.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_9-04.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_9-05.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_9-07.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_9-08.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
Case_9-10.tif,1,tbp,-1,8,7,4,False,100,16,8,-1,250,5,40,True,four_pt
